target_id	length	eff_length	est_counts	tpm
contig_100	2723	2444.6	25.3572	15.6189
contig_1000	4535	4256.6	20.2316	7.15689
contig_1003	1626	1347.6	0	0
contig_1005	580	314.749	1	4.78402
contig_1006	534	272.716	131.205	724.431
contig_1007	4129	3850.6	558.673	218.468
contig_1008	549	286.255	217.555	1144.39
contig_101	1199	920.6	278.587	455.668
contig_1010	81783	81504.6	4270.76	78.9007
contig_1011	1742	1463.6	63.1847	65.0051
contig_1012	1157	878.6	33.6768	57.7162
contig_1013	2495	2216.6	821.26	557.893
contig_1015	101196	100918	5602.82	83.5983
contig_1016	2386	2107.6	116.076	82.9303
contig_1017	1223	944.6	0	0
contig_1019	1484	1205.6	349.274	436.236
contig_1020	1282	1003.6	2	3.00073
contig_1021	624	354.957	34.4828	146.28
contig_1023	4635	4356.6	95.1921	32.9011
contig_1025	700	425.99	0	0
contig_1026	550	287.153	23	120.607
contig_1027	572	307.354	236	1156.19
contig_1028	1755	1476.6	0	0
contig_1029	908	630.097	29.1796	69.7317
contig_1031	880	602.448	1.27147	3.17793
contig_1032	1427	1148.6	16	20.9753
contig_1033	860	582.752	0	0
contig_1035	9400	9121.6	1533.19	253.095
contig_1036	869	591.517	21.7458	55.3562
contig_1038	1002	723.6	0	0
contig_1039	2155	1876.6	23.1347	18.5631
contig_1040	1050	771.6	1930	3766.36
contig_1041	7648	7369.6	13.2982	2.71711
contig_1042	536	274.536	0	0
contig_1043	514	255.619	0	0
contig_1044	4331	4052.6	20.0472	7.44866
contig_1045	961	682.761	9.41181	20.7569
contig_1046	6218	5939.6	36.0387	9.13628
contig_1048	1529	1250.6	20.531	24.72
contig_1051	891	613.275	67.6102	166.003
contig_1052	1399	1120.6	86.8693	116.728
contig_1053	833	556.013	133.127	360.529
contig_1054	1581	1302.6	321.542	371.693
contig_1055	272	80.7908	17.7306	330.461
contig_106	1144	865.6	10	17.3956
contig_1060	8988	8709.6	1702.35	294.312
contig_1061	2683	2404.6	2.72012	1.70334
contig_1062	1407	1128.6	0	0
contig_1063	519	259.454	0	0
contig_1064	2305	2026.6	176.088	130.834
